game_id,away,home,away_rank,home_rank,away_score,home_score
401172610,Oakland,Bowling Green,NA,NA,65,68
401173688,New Mexico,Wyoming,NA,NA,79,65
401171540,UNC Greensboro,Radford,NA,NA,60,58
401171509,UNC Asheville,Western Carolina,NA,NA,77,78
401166477,Utah Valley,Southern Utah,NA,NA,72,73
401170162,Davidson,Northeastern,NA,NA,70,63
401174464,Purdue Fort Wayne,UIC,NA,NA,49,62
401172513,Green Bay,Eastern Illinois,NA,NA,80,93
401174741,Georgia State,Mercer,NA,NA,73,61
401176405,St. Mary's (TX),Texas A&M-CC,NA,NA,53,81
401166106,Indiana,Wisconsin,NA,NA,64,84
401174163,Jacksonville State,Alabama A&M,NA,NA,62,67
401170403,North Florida,Austin Peay,NA,NA,83,90
401174743,UTSA,Texas State,NA,NA,77,71
401170613,California,Santa Clara,NA,NA,52,71
401170614,Central Arkansas,Utah,NA,NA,67,98
401170956,New Hampshire,Quinnipiac,NA,NA,67,75
401169457,Cincinnati,Xavier,NA,NA,66,73
401171404,North Carolina Central,Charleston Southern,NA,NA,53,58
401171450,Norfolk State,Hampton,NA,NA,53,64
401173516,SE Missouri St,Drake,NA,NA,73,78
401170406,Bethune-Cookman,Jacksonville,NA,NA,60,82
401174742,Little Rock,North Texas,NA,NA,53,76
401173557,Morehead State,Illinois State,NA,NA,50,61
401170975,Brown,Stony Brook,NA,NA,63,79
401170990,Towson,Vermont,NA,NA,38,55
401172834,Yale,Lehigh,NA,NA,78,65
401171553,Coastal Carolina,Winthrop,NA,NA,92,88
401171921,Albany,Bucknell,NA,NA,64,65
401172018,Marist,Navy,NA,NA,51,53
401171612,Pacific,Long Beach State,NA,NA,65,46
401172463,Cleveland State,Kent State,NA,NA,59,81
401170164,American,George Mason,NA,NA,53,68
401171428,Gardner-Webb,Wofford,NA,NA,77,81
401170407,Robert Morris,Florida Gulf Coast,NA,NA,64,59
401169880,Arkansas,Western Kentucky,NA,NA,79,86
401169456,Missouri,Temple,NA,NA,64,54
401175053,Middle Tennessee,Murray State,NA,NA,52,85
401171634,Northern Illinois,UC Davis,NA,NA,57,66
401172939,Dallas Christian,Abilene Christian,NA,NA,34,102
401170168,Old Dominion,VCU,NA,NA,57,69
401173000,Samford,Houston Baptist,NA,NA,113,90
401175476,East Tennessee State,North Dakota State,NA,NA,68,78
401176404,Trinity University (TX),Incarnate Word,NA,NA,65,101
401176001,Arkansas-Pine Bluff,UTEP,NA,NA,50,59
401173690,Colorado State,Boise State,NA,NA,64,75
401168409,Marquette,Kansas State,NA,NA,73,65
401166478,Westcliff,Weber State,NA,NA,46,86
401166476,Sacramento State,CSU Fullerton,NA,NA,62,59
401168389,Georgetown,SMU,NA,NA,91,74
401170611,Louisiana,Arizona State,NA,NA,65,77
401175221,Grambling,Loyola Marymount,NA,NA,67,83
401175222,Portland,Seattle,NA,NA,71,73
401172835,Holy Cross,San Diego,NA,NA,51,68
401171657,California Baptist,UC Irvine,NA,NA,68,60
401171563,Siena,Cal Poly,NA,NA,66,70
